Canal de Origem,Região,UF,Sexo,Faixa Etária,Ano Abertura,Mês Abertura,Segmento de Mercado,Área,Assunto,Grupo Problema,Problema,Como Comprou Contratou,Procurou Empresa,target_resolvida
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2020.0,8.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Móvel,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Telefone,S,1
Plataforma Web,S,PR,M,entre 31 a 40 anos,2020.0,12.0,"Corretoras e Sociedades de Seguros, Capitalização e Previdência",Serviços Financeiros,Seguros de Veículos,Atendimento / SAC,SAC - Descortesia / despreparo / demora,Não comprei / contratei,S,1
Plataforma Web,SE,RJ,M,entre 31 a 40 anos,2022.0,1.0,"Seguros, Capitalização e Previdência",Serviços Financeiros,Financiamentos de Veículos / Leasing,Contrato / Oferta,"Venda casada (imposição de seguro, empréstimo, título de capitalização etc)",Loja física,S,1
Plataforma Web,SE,SP,M,entre 41 a 50 anos,2022.0,7.0,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Produtos de Telefonia e Informática,Aparelho celular,Saúde e Segurança,"Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto",Internet,S,0
Plataforma Web,S,PR,F,entre 31 a 40 anos,2020.0,7.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Vício de Qualidade,"Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda)",Telefone,S,0
Plataforma Web,SE,SP,F,entre 51 a 60 anos,2023.0,4.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,S,1
Plataforma Web,SE,RJ,F,entre 41 a 50 anos,2024.0,10.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Atendimento / SAC,SAC - Dificuldade para cancelar o serviço,Não comprei / contratei,N,0
Plataforma Web,SE,SP,M,entre 41 a 50 anos,2020.0,6.0,Não informado,Alimentos,Supermercados e Conveniências,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,1
Plataforma Web,S,SC,M,entre 21 a 30 anos,2022.0,2.0,Empresas de Pagamento Eletrônico,Serviços Financeiros,Serviço de pagamento online/ via celular/ maquininha,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,1
Plataforma Web,S,RS,M,entre 51 a 60 anos,2020.0,2.0,Não informado,Serviços Financeiros,Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos),Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,1
Não informado,NE,SE,M,entre 31 a 40 anos,Não informado,Não informado,Empresas de Intermediação de Serviços / Negócios,Demais Serviços,Aplicativo de mobilidade urbana,Vício de Qualidade,Funcionamento inadequado do serviço,Internet,S,1
Plataforma Web,SE,ES,M,entre 31 a 40 anos,2023.0,12.0,Transporte Aéreo,Transportes,Aéreo,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,1
Plataforma Web,CO,MS,M,entre 51 a 60 anos,2024.0,10.0,Programas de Fidelidade,Transportes,Aéreo,Atendimento / SAC,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,S,1
Plataforma Web,S,SC,F,entre 41 a 50 anos,2023.0,8.0,"Vestuário, Calçados e Acessórios",Demais Produtos,"Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc)",Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,S,1
Plataforma Web,NE,BA,M,entre 41 a 50 anos,2020.0,3.0,Não informado,Demais Serviços,"Programas de Fidelidade / Benefícios (pontos, milhagem etc)",Contrato / Oferta,Dificuldade para alterar ou cancelar o contrato /serviço,Internet,S,1
Plataforma Web,SE,SP,F,entre 21 a 30 anos,2017.0,10.0,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Gás,Vício de Qualidade,Serviço não realizado no prazo ou incompleto,Telefone,S,1
Plataforma Web,SE,SP,F,entre 61 a 70 anos,2020.0,9.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pré-paga,Vício de Qualidade,"Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda)",Ganhei de presente,N,1
Plataforma Web,SE,SP,M,entre 21 a 30 anos,2021.0,6.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos),Cobrança / Contestação,Negativação indevida referente à pagamento já efetuado,Loja física,N,1
Plataforma Web,S,RS,F,entre 21 a 30 anos,2024.0,4.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos),Cobrança / Contestação,Negativação indevida (não cumprimento de acordo de parcelamento),Internet,N,0
Plataforma Web,S,PR,M,entre 61 a 70 anos,2022.0,10.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Pacote de Serviços ( Combo ),Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Internet,S,1
Não informado,S,PR,F,entre 31 a 40 anos,Não informado,Não informado,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos),Cobrança / Contestação,"Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas)",Loja física,S,0
Plataforma Web,NE,CE,M,entre 31 a 40 anos,2024.0,9.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,TV por Assinatura,Contrato / Oferta,Alteração de plano/contrato sem solicitação ou aviso prévio,Telefone,S,0
Plataforma Web,SE,MG,M,entre 61 a 70 anos,2024.0,7.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,TV por Assinatura,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Telefone,S,0
Não informado,SE,SP,F,entre 51 a 60 anos,Não informado,Não informado,Fabricantes - Linha Branca,Produtos Eletrodomésticos e Eletrônicos,"Fogão, microondas, forno elétrico, depurador de ar e coifa",Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,1
Plataforma Web,SE,SP,F,entre 31 a 40 anos,2023.0,8.0,Transporte Aéreo,Transportes,Aéreo,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,1
Plataforma Web,SE,SP,M,entre 61 a 70 anos,2018.0,7.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Produtos de Telefonia e Informática,Aparelho celular,Contrato / Oferta,Publicidade abusiva / ofensiva / discriminatória,Não comprei / contratei,S,0
Plataforma Android,SE,RJ,M,entre 31 a 40 anos,2018.0,12.0,Empresas de Intermediação de Serviços / Negócios,Demais Serviços,Aplicativo de mobilidade urbana,Contrato / Oferta,"Dificuldade para contratar o serviço (problema operacionais, acesso aos canais de venda etc)",Internet,S,0
Plataforma Web,SE,MG,M,entre 31 a 40 anos,2023.0,9.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,0
Plataforma Web,SE,RJ,M,entre 21 a 30 anos,2017.0,4.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Cartão não solicitado - Envio ou cobrança,Telefone,S,1
Plataforma Web,S,RS,F,entre 31 a 40 anos,2021.0,1.0,Comércio Eletrônico,Demais Produtos,"Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc)",Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,1
Plataforma Web,S,PR,F,entre 21 a 30 anos,2023.0,3.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Telefone,S,1
Plataforma Web,CO,DF,M,entre 41 a 50 anos,2023.0,8.0,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,0
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2018.0,7.0,Empresas de Intermediação de Serviços / Negócios,Produtos Eletrodomésticos e Eletrônicos,"Fogão, microondas, forno elétrico, depurador de ar e coifa",Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,1
Plataforma Web,N,AM,M,entre 51 a 60 anos,2023.0,8.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,S,1
Plataforma Web,S,RS,M,entre 21 a 30 anos,2016.0,11.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Produtos de Telefonia e Informática,Aparelho celular,Vício de Qualidade,Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica,Telefone,S,1
Plataforma Web,SE,MG,M,entre 21 a 30 anos,2020.0,7.0,Comércio Eletrônico,Demais Produtos,"Perfumaria, cosméticos e higiene pessoal",Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,N,1
Plataforma Web,SE,SP,M,entre 51 a 60 anos,2018.0,5.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Vício de Qualidade,"Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda)",Telefone,S,0
Não informado,CO,DF,F,entre 41 a 50 anos,Não informado,Não informado,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,1
Plataforma Web,N,PA,M,entre 21 a 30 anos,2022.0,8.0,Empresas de Pagamento Eletrônico,Serviços Financeiros,Serviço de pagamento online/ via celular/ maquininha,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,0
Plataforma Web,NE,RN,M,entre 21 a 30 anos,2021.0,9.0,Empresas de Serviços Postais e Logística,Demais Serviços,Serviços Postais,Entrega do Produto,Não entrega / demora na entrega do produto,Internet,S,0
Plataforma Web,SE,SP,M,entre 31 a 40 anos,2024.0,6.0,Transporte Aéreo,Transportes,Aéreo,Contrato / Oferta,Dificuldade / demora para cancelar o serviço,Telefone,S,1
Plataforma Web,SE,SP,M,entre 41 a 50 anos,2021.0,10.0,Comércio Eletrônico,Produtos Eletrodomésticos e Eletrônicos,"Lavadora de roupa, louça e secadora",Vício de Qualidade,Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica,Internet,S,1
Plataforma Web,N,PA,F,entre 31 a 40 anos,2023.0,4.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pré-paga,Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,S,1
Plataforma Web,SE,RJ,M,entre 41 a 50 anos,2021.0,10.0,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Produtos Eletrodomésticos e Eletrônicos,"Lavadora de roupa, louça e secadora",Atendimento / SAC,Dificuldade de contato / demora no atendimento,Internet,S,0
Plataforma Web,S,PR,M,entre 31 a 40 anos,2023.0,9.0,"Viagens, Turismo e Hospedagem",Turismo/Viagens,Pacote / excursão / agência de turismo,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,0
Plataforma Web,NE,PB,F,entre 31 a 40 anos,2024.0,2.0,Transporte Aéreo,Transportes,Aéreo,Vício de Qualidade,Atraso de voo,Internet,S,0
Não informado,S,PR,F,entre 21 a 30 anos,Não informado,Não informado,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,TV por Assinatura,Atendimento / SAC,"SAC - Dificuldade em obter protocolo, gravação ou histórico",Telefone,S,1
Plataforma Web,NE,PB,F,entre 41 a 50 anos,2020.0,10.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Domicílio,S,1
Plataforma Web,CO,DF,F,entre 31 a 40 anos,2020.0,9.0,Estabelecimentos de Ensino,Educação,Superior ( Graduação e Pós ),Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,1
Plataforma Web,CO,GO,M,entre 31 a 40 anos,2023.0,12.0,Estabelecimentos de Ensino,Educação,Superior ( Graduação e Pós ),Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,S,1
Plataforma Web,S,RS,M,entre 31 a 40 anos,2024.0,4.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Telefone,S,1
Não informado,SE,SP,M,entre 41 a 50 anos,Não informado,Não informado,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,"Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc)",Informação,"Dados pessoais ou financeiros consultados, coletados, publicados ou repassados sem autorização",Internet,N,0
Plataforma Web,SE,ES,M,entre 41 a 50 anos,2017.0,12.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pós-paga,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Telefone,S,1
Plataforma Web,S,RS,M,entre 31 a 40 anos,2021.0,10.0,Transporte Aéreo,Transportes,Aéreo,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,S,0
Plataforma Web,NE,BA,M,entre 41 a 50 anos,2022.0,2.0,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Atendimento / SAC,SAC - Dificuldade para cancelar o serviço,Internet,N,1
Plataforma Web,CO,GO,M,entre 21 a 30 anos,2023.0,6.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Internet Fixa,Cobrança / Contestação,Cobrança após cancelamento do serviço,Telefone,S,1
Plataforma Web,NE,BA,F,entre 31 a 40 anos,2024.0,3.0,Comércio Eletrônico,Produtos Eletrodomésticos e Eletrônicos,"Ar condicionado, ventilador e aquecedor",Entrega do Produto,Produto entregue incompleto / diferente do  pedido,Internet,N,1
Plataforma Web,S,SC,M,entre 31 a 40 anos,2022.0,11.0,Transporte Aéreo,Demais Serviços,"Programas de Fidelidade / Benefícios (pontos, milhagem etc)",Contrato / Oferta,Dificuldade para alterar ou cancelar o contrato /serviço,Internet,S,1
Plataforma Web,CO,DF,M,entre 31 a 40 anos,2022.0,12.0,Empresas de Serviços Postais e Logística,Demais Serviços,Serviços Postais,Entrega do Produto,Não entrega / demora na entrega do produto,Internet,S,1
Plataforma Web,S,PR,M,entre 31 a 40 anos,2021.0,11.0,Empresas de Pagamento Eletrônico,Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Não comprei / contratei,S,1
Plataforma Web,S,PR,M,entre 31 a 40 anos,2023.0,2.0,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Produtos de Telefonia e Informática,Aparelho celular,Atendimento / SAC,Má qualidade no atendimento (descortesia / despreparo/ constrangimento),Loja física,S,0
Plataforma Web,NE,PI,M,entre 21 a 30 anos,2023.0,8.0,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,TV por Assinatura,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,1
Plataforma Web,SE,RJ,F,entre 31 a 40 anos,2023.0,5.0,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Dados Pessoais e Privacidade,Dificuldade de reclamar ou de obter tratamento a reclamação sobre dados pessoais ou financeiros,Não comprei / contratei,S,1
